,yspall,log10_phi0,eta,Dcj
r60um_tpl232,0.00233723434871,-3.04216524804618,0.0005623025037942,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl233,0.0031142078174185,-2.888298351549715,0.0008235984253176,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl234,0.0032289514909461,-2.8230322449214533,0.0004752498235477,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl235,0.0037873179761613,-3.6476871785116542,0.000415636543468,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl236,0.0013490227680294,-3.143137615518254,0.000989877200517,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl237,0.0019486054247764,-3.2431446857811084,0.0004669938508778,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl238,0.0048384954944117,-3.322931645809396,0.0004444939459907,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl239,0.0044919715126455,-3.4568656472698436,0.0002940876341786,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl240,0.000721114936998,-3.29758934698969,0.0004605083130537,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl241,0.0040223682420879,-2.8403473543080846,0.0006656430745472,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl242,0.0036110004686389,-3.329473668372559,0.0009941547877747,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl243,0.0034195609168172,-2.692328137221086,0.0004755647239488,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl244,0.0031741917336307,-2.6700195898400727,0.0003486596057624,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl245,0.004232902504216,-2.9233039675632853,0.0004215818461646,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl246,0.002847419739122,-2.605138654569053,0.0006233841640108,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl247,0.0045421309537912,-2.8157050197433953,0.0009808504357934,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl248,0.0018826070962636,-3.0459944187637427,0.0004531559543516,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl249,0.0021009644726813,-2.910304820623478,0.0007568291180342,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl250,0.0023103570013819,-2.6386985576407307,0.0005469168885661,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl251,0.0013526545656378,-3.748566399895667,0.000946355842715,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl252,0.0033273003705184,-3.457135666940197,0.0004018181565252,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl253,0.0019872562434888,-2.8360905319370846,0.0004921678285915,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl254,0.0014680472896565,-3.5957818229546064,0.0006736410378747,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl255,0.0013570862937153,-2.6601772900272076,0.0009503475552936,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl256,0.0014958171398668,-2.985917168694123,0.0006417513548739,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl257,0.0004305238416949,-2.809194878561824,0.0005688703118894,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl258,0.0018059508245951,-3.3436962965130874,0.000631569483674,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl259,0.004610646969648,-3.1413981786396747,0.0004493881552212,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl260,0.0043367047082529,-3.4322532111163317,0.0005648223842734,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl261,0.0006411072144098,-2.8097944519845086,0.0004875803872185,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl262,0.0032161972384597,-2.605727004834627,0.0005602195930302,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl263,0.0028688334160669,-2.5021248466358585,0.0009540180076891,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl264,0.0035950589802829,-3.299336775804926,0.0004566640651248,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl265,0.0007442920775899,-3.0133085416168006,0.0005073265723264,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl266,0.0038059319382322,-3.6479394714962208,0.0007258736972238,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl267,0.0017983502749477,-2.8083942040237435,0.0003718642004126,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl268,0.0009732002333743,-3.1374893941455424,0.0005042920219549,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl269,0.0026509758419424,-2.920192409375149,0.0003087409283779,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl270,0.0029022084189427,-3.65458224558071,0.0007359431368582,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl271,0.0043176340183596,-2.840383491103268,0.0007723244373153,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl272,0.004255856109412,-3.2237574272086764,0.0009380192705892,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl273,0.0036230182749797,-3.774263959764452,0.0006701779185101,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl274,0.0045890160372982,-3.5499584085905975,0.0005583800908066,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl275,0.0013853274010418,-3.195196262869759,0.0004218708003888,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl276,0.0019237750693209,-2.9197343021603963,0.0002820969227538,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl277,0.0032524726593701,-2.93790333763108,0.0006026068605067,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl278,0.0017359551111018,-3.71844986335581,0.0008814573854238,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl279,0.0019761329175503,-3.759687307525581,0.000809429027393,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl280,0.0041269360653132,-3.0226073921989816,0.0003565470897237,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl281,0.0026691509247344,-2.8813428330546165,0.0008233862780982,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl282,0.0023311096738593,-2.889967719806222,0.0004333158677336,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl283,0.0019502183070244,-3.0164260916465206,0.0004219265499771,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl284,0.0038926957401702,-3.658622414538572,0.0003156328786335,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl285,0.0041657393556742,-3.3323065688352376,0.0004693948165968,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl286,0.0007290338846598,-2.5691463825740426,0.0004655729764276,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl287,0.0017276024155433,-3.630282490913547,0.0009287581224899,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl288,0.0036147575522553,-2.6099609718110393,0.000591374043976,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl289,0.0049892031441014,-3.7724645383401314,0.0004840373226665,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl290,0.0042894303926694,-3.094360392497866,0.0007542052408908,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl291,0.0013733657229006,-2.776505236152544,0.0006320757446955,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl292,0.0024363973500711,-3.5246306816337256,0.0009811048252177,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl293,0.0047817652128293,-3.795632421029066,0.00083777625505,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl294,0.0004814538923599,-3.720585942672414,0.000489693344442,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl295,0.001492935610559,-2.9119970620893896,0.0009853054096616,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl296,0.0029681326890651,-3.1172403712584154,0.0005693822681154,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl297,0.0017801228868867,-3.508728558500878,0.0004261482536107,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl298,0.0045046660706712,-2.9468690154557997,0.0009494944464927,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl299,0.0020408412416762,-3.2031335209894434,0.0007079591334979,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl300,0.0048385884048354,-2.6205847123419472,0.000824371942353,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl301,0.0045837316229133,-3.482126682292201,0.0009436067110547,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl302,0.0034895485613876,-2.925849144013009,0.0005748673482996,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl303,0.0037676890975271,-3.5042412617531924,0.0005769779929103,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl304,0.004977380645368,-3.307948191410705,0.000467095442169,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl305,0.0043009872008795,-2.521782895846292,0.0003399813270842,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl306,0.0020792118552749,-2.482863722505627,0.0006416438114448,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl307,0.0024670898076747,-3.464953334972214,0.0004611993170431,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl308,0.0049463089919109,-2.865485377677107,0.0007951811190858,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl309,0.0033055038688269,-3.020136753662886,0.0004191253755812,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl310,0.0005048390349377,-2.841919451685322,0.000934166128983,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl311,0.0046603652912805,-2.5954539294652745,0.0006842521066248,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl312,0.0037208474472489,-2.9876275253787985,0.0006425957763909,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl313,0.0015987468703382,-3.5407274400485464,0.0004799399273966,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl314,0.0011193959028603,-2.4076890508294952,0.0002717360916198,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl315,0.00074363111756,-2.9272384125133817,0.0005647358617661,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl316,0.0031784690578405,-2.54971641516226,0.0009135647852115,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl317,0.0044969863940531,-3.488313817396737,0.0006740780388594,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl318,0.0047540590202722,-3.056602579988166,0.0004975834951518,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl319,0.0021943195469245,-3.2859256356800555,0.0008823545237527,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl320,0.0004597235503422,-3.666305023076942,0.0002851847136176,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl321,0.0047881877489809,-3.7429059926219392,0.000477213256325,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl322,0.0005713577313372,-2.5187394386647908,0.0006412126368287,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl323,0.0022830771099744,-3.5653880489372916,0.0003162017484173,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl324,0.0011647007224721,-3.629438949636396,0.0006459963921294,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl325,0.0023190447973796,-3.7131259454912096,0.0009326685190752,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl326,0.0012241038363194,-2.6751949339140153,0.000772596853656,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl327,0.0019268914622139,-3.505514868511154,0.0005697131802858,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl328,0.0035658504880042,-3.017505248582886,0.0003187252756219,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl329,0.0032585297810337,-3.595065783163405,0.0005238462601012,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl330,0.0049838418788033,-2.7776015380378283,0.0006458906070296,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl331,0.0046595352975997,-3.2656822772168623,0.0006674587481277,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl332,0.0007885258828289,-2.568754084725429,0.000705317753865,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl333,0.0027122248271391,-3.0459093126433694,0.0004962510645671,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl334,0.0019168397318999,-2.506221864804382,0.0004914392354788,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl335,0.0024273985909482,-3.123381955961504,0.0007708289750703,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl336,0.0045123373417037,-3.210790957561823,0.0006386293741556,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl337,0.0043073040290002,-3.267851852526062,0.0006015943607472,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl338,0.0019127564684687,-2.582162111731109,0.0004099719424004,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl339,0.0007578794166725,-2.7781894487502377,0.000607843518162,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl340,0.0032221837902448,-3.345534165646694,0.0005029966037875,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl341,0.0046716191653279,-3.651010876916936,0.0007160993520039,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl342,0.0024839230508154,-2.8193815085170018,0.0008302107689136,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl343,0.0038740787882951,-3.0952153623148164,0.0008443067462042,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl344,0.0035954396369007,-3.5023525764428647,0.0009548961548043,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl345,0.0018175103556111,-2.751076687188486,0.0002712809831233,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl346,0.0032562229764249,-2.6132390766870324,0.0004504092570759,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl347,0.0011494770022912,-2.6499138647005775,0.0003571581907547,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl348,0.0007468299760488,-3.3666583411909707,0.0004158446934605,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl349,0.0017388178477387,-2.8204386128108245,0.000525759371019,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl350,0.0011858935578432,-2.513715447391486,0.0005931782290628,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl351,0.0005191058713474,-2.713876408338354,0.0003154942995259,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl352,0.002580344444799,-3.5211809500651645,0.0008226966125779,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl353,0.001077495711632,-3.762538852312056,0.0009162251499593,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl354,0.0004172836539983,-3.442040568646272,0.0003463830234367,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl355,0.0049778590491253,-3.1149132391044283,0.000341146982257,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl356,0.003981092540268,-3.2520291355147544,0.0005920015960792,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl357,0.0031285838109766,-3.02220585521747,0.0008856941140018,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl358,0.004897753152242,-2.980868689662187,0.000763929461617,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl359,0.0010963196095717,-3.1873078384033247,0.0003662193906137,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl360,0.0007029183004334,-3.436196736133506,0.0002791362653298,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl361,0.0016066953873853,-3.726286446253916,0.0004646454180439,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl362,0.0013756352150852,-2.5394823722395525,0.0006850390482871,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl363,0.0035610580737683,-2.8786268174798444,0.0005017740886266,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl364,0.0046996810635409,-3.4277810258836494,0.0006850821782711,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl365,0.0023963086540044,-3.1856330196919234,0.0002957626568578,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl366,0.004357930920132,-3.4076505746371955,0.0003654360970746,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl367,0.0028890657936473,-3.467479866968665,0.0008344089666095,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl368,0.0021361267044849,-3.5203145627735664,0.0007928364351863,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl369,0.0011863878242207,-3.3914857553389357,0.000511582379605,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl370,0.0021417253192933,-2.927778380972176,0.0007703497820039,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl371,0.0036770992842707,-3.223066087778225,0.0007013711083532,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl372,0.0023530319832458,-3.0053196283208923,0.0008742634450277,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl373,0.0004644055079226,-3.143051364896314,0.0008615611224393,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl374,0.0011282691641865,-2.666366156640697,0.0003617494841683,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl375,0.0024595790901169,-2.9179945160449616,0.000604998546261,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl376,0.000722136985147,-2.435192024863463,0.0007493784320331,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl377,0.0031195764895821,-3.4074271137073024,0.0008582568850917,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl378,0.0021443767045481,-2.5710258843232285,0.0008972830167987,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl379,0.0016475870781206,-2.4430182643423013,0.0005896396415907,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl380,0.0042431362900053,-3.697733706306739,0.0006069431083322,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl381,0.0046526209045754,-2.463400184043405,0.0004868860072067,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl382,0.0017706141475529,-3.7766508686814046,0.0005693717457365,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl383,0.0013401213308812,-2.6008040392026013,0.0003797518447679,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl384,0.002664474425747,-3.0378507741654586,0.0008712224433362,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl385,0.0010650477005644,-2.6632620285415953,0.0008952821783116,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl386,0.0031036233878529,-3.2183042038035343,0.0007990932497237,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl387,0.00311051505278,-2.4121457033814777,0.0008718567707173,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl388,0.003545155889451,-2.5398918530486,0.000715980215514,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl389,0.0009169882445215,-2.875779659245178,0.0005270407576341,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl390,0.0024199768089409,-3.210491703559822,0.0005884656343566,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl391,0.0011977702875753,-2.612620224240126,0.0002811325699064,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl392,0.0010058660405666,-2.4520816847688955,0.0008218393243954,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl393,0.0030751182761999,-3.134187308369234,0.0007972090418873,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl394,0.0021205371856377,-2.999970339237508,0.0006596760717434,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl395,0.0039477147921995,-3.483719361365337,0.0004935533702734,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl396,0.0011764819610301,-2.481037178074457,0.000899516032342,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl397,0.0005629833272059,-3.215214175345139,0.0005742461776508,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl398,0.001370296120728,-2.964647685825857,0.0003717528137922,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl399,0.0036878416667697,-3.731145576131759,0.0004123629781983,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl400,0.0032520074097282,-3.632826130264967,0.0008009989571692,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl401,0.003451612032898,-3.587972802875104,0.0003875891845338,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl402,0.0036114657640297,-2.8972357243780618,0.0009132823904949,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl403,0.0012377530705917,-3.3265523336032015,0.0004544700249052,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl404,0.002754097853707,-2.838283140722052,0.0003980165855214,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl405,0.0021119115301569,-2.8295788848227557,0.0007918858725631,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl406,0.0045620505401369,-2.6472850733254183,0.0009432497717093,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl407,0.0032519205626225,-3.383571927832851,0.0009898546293577,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl408,0.0007960589197744,-3.7876657810825143,0.0007229539851614,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl409,0.004494076190578,-2.917014432586845,0.0003024735749217,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl410,0.0032380412501305,-3.0803945995234736,0.0007850721279482,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl411,0.0044713059574057,-2.950880496896899,0.0008782056117467,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl412,0.0032188861654212,-2.9938691529779433,0.0002741045152345,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl413,0.0024966473834146,-2.5560831886556277,0.000481732154566,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl414,0.0005038919803892,-3.0523074435923463,0.000645179376379,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl415,0.0036386754510325,-3.112459693513344,0.0007910806554868,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl416,0.0019743014744213,-3.3876259927213925,0.0006322046701458,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl417,0.0014792447664997,-3.550798880840429,0.0008033277959757,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl418,0.0004371584816146,-3.779857636514732,0.0007948661723593,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl419,0.0016359515028566,-3.213935348056426,0.0007687233913879,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl420,0.0049003808770141,-3.685666475135787,0.0004352930025068,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl421,0.0040208901812458,-3.042085229988147,0.000761391397663,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl422,0.0024623998323949,-3.062735851369667,0.0008815596632831,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl423,0.0005194268109049,-2.642425685160651,0.0007829368398567,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl424,0.0041381163192353,-2.7622704721474016,0.000571315115163,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl425,0.0016712512227506,-2.6058911441517036,0.0002750680384613,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl426,0.00362256249255,-3.79110901277799,0.0007804984897006,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl427,0.0027262778457182,-3.1382911711855455,0.0006764611148729,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl428,0.0043833295933747,-2.422622751561081,0.0007903987508161,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl429,0.0011926809296426,-3.3719008443129206,0.0004435276442444,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl430,0.0016044770177417,-2.705906464181826,0.0003079933696128,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl431,0.001054221159983,-3.5025135622948107,0.0009865296909358,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl432,0.0040239265824385,-3.321250061484011,0.0007304623389712,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl433,0.0038180528278148,-3.012517605881778,0.0006219013872805,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl434,0.0033840356724603,-3.006829242074046,0.0007702739637109,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl435,0.0022589708753765,-3.650716835572986,0.00051271394611,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl436,0.0034149608035324,-2.723740845963562,0.0007520573798192,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl437,0.0011342639648674,-2.943576922057834,0.0008392599571812,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl438,0.0026775238793442,-2.517850313905498,0.0004992654967101,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl439,0.0039313640811182,-3.382458242617812,0.0002816466428975,'45.0 percentile dcj 0.877 cm us**-1'
r60um_tpl440,0.000646168858761,-3.6019232717830927,0.0009548365095115,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl441,0.0011363473082738,-2.642117997296096,0.0008807754838647,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl442,0.0045387458978958,-2.891496727623003,0.0007565575325068,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl443,0.0033585902255672,-3.368611062699694,0.0003486759820502,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl444,0.0027256556566261,-3.786552784574952,0.0005350509581556,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl445,0.0049214082075258,-2.423594185646821,0.00032458884405,'85.0 percentile dcj 0.881 cm us**-1'
r60um_tpl446,0.0005171558611156,-3.424291744336926,0.0005068682044349,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl447,0.0017873835055541,-2.7010332722722357,0.0003588780018725,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl448,0.0023867115731425,-3.3852229368466333,0.0003057971345925,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl449,0.0045355266100257,-2.6528503934166983,0.0008862049507718,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl450,0.0035709856203122,-3.688578079232551,0.0008770516561125,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl451,0.0041450532260616,-3.3239738190648693,0.0004789589027822,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl452,0.0047490337451674,-2.466536764269556,0.0006355218352465,'60.0 percentile dcj 0.879 cm us**-1'
r60um_tpl453,0.002572442564655,-2.876524402114959,0.0005658867030811,'40.0 percentile dcj 0.877 cm us**-1'
r60um_tpl454,0.0012593760112111,-2.4645364502579072,0.0007426458416773,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl455,0.003070848527889,-2.9674391527526733,0.0009320441050815,'90.0 percentile dcj 0.882 cm us**-1'
r60um_tpl456,0.0017165862611908,-3.7099859976964136,0.0004811332543669,'75.0 percentile dcj 0.880 cm us**-1'
r60um_tpl457,0.0015355479887296,-3.464851568317308,0.0004781746414584,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl458,0.003743694907385,-2.755402292622736,0.0004513911248049,'50.0 percentile dcj 0.878 cm us**-1'
r60um_tpl459,0.0007960983491446,-2.421076544795861,0.0006839437967655,'70.0 percentile dcj 0.879 cm us**-1'
r60um_tpl460,0.0013602448250052,-2.7418591886885104,0.0003015925370066,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl461,0.0009233094450264,-3.684251196162751,0.0006629437070728,'55.0 percentile dcj 0.878 cm us**-1'
r60um_tpl462,0.0041670495710612,-3.1518986992975324,0.0006057580414367,'80.0 percentile dcj 0.881 cm us**-1'
r60um_tpl463,0.0025534652308466,-3.4270188000603072,0.0004147551009412,'70.0 percentile dcj 0.879 cm us**-1'
